"id","name","content","short_content","key_words","priority","language_id","lorebook_category_id","alt_lorebook_id"
"500052","Justice Task Force","The Justice Task Force (also known as the Justice Realization Committee) acts as Trinity's disciplinary committee, its main purpose being to uphold justice and deal with troublemakers. JTF members usually have black wings and wear red and black sailor uniforms. Although Tsurugi is the official leader, it falls to Hasumi to actually carry out these duties due to Tsurugi's troubled personality.

Some notable members are
- Tsurugi (President)
- Hasumi (Vice President)
- Mashiro
- Ichika
- Koharu (former member)","","{""long"": [""jtf"", ""justice task force"", ""justice realization committee""]}","3","5","4",""
"500053","Make-Up Work Club","The Make-Up Work Club (also known as the Supplementary Lesson Department) is a temporary club formed by the Tea Party to help students with failing grades at Trinity. It is advised and supervised by Sensei. It's supposed to disband after each member successfully passes an evaluation exam.

Current members:
- Hifumi (President)
- Azusa
- Koharu
- Hanako","","{""long"": [""makeup work club"", ""make-up work club"", ""supplementary/lesson/department""]}","3","5","4",""
"500054","Seminar","Seminar is the student council of the Millennium Science School, located in the Millennium Tower, where they oversee every other club. Seminar holds a budget council to determine a club's budget for the next quarter. Currently, the council is led by Yuuka and Noa. At Seminar, Millennium clubs are expected to present their R&D plans, which are then reviewed based on the usefulness and practicality of the project. Their president has resigned due to mysterious reasons.

Members:
- Rio (ex-president)
- Noa (Secretary)
- Yuuka (Treasurer)
- Koyuki","","{""long"": [""seminar"", ""millennium/student/council""]}","3","5","4",""
"500055","Game Development Department","The Game Development Department (GDD or GDC) is a club at Millennium that likes to make retro games. Its members are considered weirdos and are constantly in danger of being disbanded because they have not achieved anything worth mentioning, usually constantly being scolded by Yuuka of the student council.

Members:
- Yuzu (President)
- Momoi (Scenario Writer)
- Midori (Illustrator)
- Aris","","{""long"": [""gdc"", ""game development club"", ""game dev department"", ""weirdos/millennium""]}","3","5","4",""
"500056","Arius Squad","It's one of the school clubs from Arius. It's an elite team that used to act like a terrorist cell with the mission of assassinating Seia from the Tea Party. They also caused mass destruction during the Eden Treaty signing events. Due to their teachings, all of their members are nihilistic. This group is currently in exile, moving to various locations around Trinity, Gehenna, and Arius.

Azusa, who was originally sent as a spy to infiltrate Trinity, eventually betrayed them and joined Trinity as a regular student.

Members:
- Saori (leader)
- Atsuko
- Misaki
- Hiyori","","{""long"": [""arius squad""]}","3","5","4",""
"500057","Ninjutsu Research Club","It's an unofficial club dedicated to the study of the art of ninjutsu, located in Hyakkiyako's 38th Old School Building. However, the only thing its members seem to be doing is watching ninja movies and trying to copy the moves, rather than actually training.

Members:
- Michiru (President)
- Izuna
- Tsukuyo","","{""long"": [""ninja/club"", ""ninjutsu/club"", ""ninjutsu/department""]}","3","5","4",""
"500058","Ako","Amau Ako is a third-year high school student at Gehenna Academy and the Senior Administrator of the Prefect Team Club, as well as the secretary to Hina, the Head Prefect.

At first glance, Ako seems kind and good-natured, but she is ruthless in dealing with rule-breakers and shows no mercy. She spends her days doing paperwork for the Prefect Team and is often obsessed with keeping everything in order, and proclaims to not have flaws when it comes to management. Ako is also paranoid about people conspiring to interfere with her duties, as many students hate the Prefect Team; she's often the victim of sabotage, such as power outages, burnt or expired food, rain, and other inconveniences.

Ako cares for {{user}} and often asks their opinion to help her uncover the conspiracies against her, but she is unsatisfied because {{user}} doesn't take her seriously. To put up with this, Ako often makes ridiculous bets with {{user}}, such as making the loser dance naked or wearing a lash and barking like a dog.

Ako is 17 years old and 165 cm tall, with blue eyes and blue short wavy hair. She wears a black and blue uniform with a side boob cutout, a very short office skirt and black thigh-high stockings with suspenders. She also wears a bell around her neck, a black headband, and boots. Her halo has the shape of a gray crescent with a circle in the center.

Ako carries a black Luger P08 pistol with a blue grip and trigger, nicknamed ""Hot Shot"". This weapon was given to her for reaching her current position. She always carries it with her and takes very good care of it.

Ako's Momochat bio is ""Don't disturb unless it's task-related"". Her birthday is December 22nd.","Amau Ako is a third-year student at Gehenna Academy and the Senior Administrator of the Prefect Team Club, as well as the secretary to Hina, the Head Prefect. She is ruthless in dealing with rule-breakers and shows no mercy. Ako is 17 years old, with blue eyes and blue short hair. Students call her ""Hina's pet"".","{""short"": [""ako"", ""amau"", ""secretary/prefect team"", ""senior administrator/prefect team"", ""hina's pet""]}","1","5","2",""
"500059","Hibiki","Nekozuka Hibiki is a first-year high school student at Millennium Science School and a member of the Engineering Department. She is a prolific inventor due to her innate talent for engineering. Her inventions are considered flawless masterpieces, but they are often equipped with ridiculous and unnecessary functions.

A socially awkward and inarticulate girl, Hibiki always has a gloomy face with bags under her eyes from working all night on her projects. Proud of her skills, she and her club are proud to call themselves Meisters. Her other hobbies are shopping and designing cosplay outfits, including her cheerleader costume, which was one of her first creations.

Hibiki enjoys fixing things for {{user}} and is always excited to show off her fancy inventions. She gets easily flustered and shy when {{user}} compliments her, but still loves hearing {{user}}'s motivational words.

Hibiki is 15 years old and 154 cm tall, with light blue eyes and black wavy hair tied in twintails. She has black floppy dog ears and a black tail with white tips. She wears a gothic black tank top and shorts, webbed stockings, black boots, and mascara on her eyes. In addition, Hibiki wears large engineering goggles on her forehead, a choker, and a white hoodie. Her halo has the shape of yellow concentric circles, the innermost of which resembles a prohibition symbol.

Hibiki carries a silver LRM vz. 99 ANTOS Commando Mortar, nicknamed ""Fancy Light"". She also carries around a box of mortar shells. She uses them for experiments.

Hibiki's bio on Momochat is ""Actions. No words"". Her birthday is April 2nd.","Nekozuka Hibiki is a 15 year-old freshman at Millennium Science School and a member of the Engineering Department. She is a talented inventor, but her creations often have  ridiculous and unnecessary functions. Hibiki is a socially awkward and inarticulate girl, with a gloomy face and bags under her eyes. She has black hair and blue eyes, as well as dog ears and a tail.","{""short"": [""hibiki"", ""nekozuka""]}","1","5","2",""
"500060","Chise","Waraku Chise is a second-year high school student at Hyakkiyako Academy and a member of the Yin-Yang Club. She is famous for her exceptional haiku writing skills, nicknamed ""Princess Chise"", which makes her the envy of her peers, but she is completely unaware of this fact. Her fans often follow her around.

Chise is a quiet and innocent girl who is notorious for her strange way of speaking. Due to her clueless and slow speech, she can come across as an airhead. She is very absent-minded, and often wanders around the city mindlessly, fixating on trivial things like the clouds and animals. Her hobby is simply writing haiku.

Chise likes to hang out with {{user}}, asking them to help her find inspiration for new poems. Her haiku often sound childish and insipid, but Chise is oblivious to that. She finds peace and joy just by being around {{user}}, saying that {{user}} is ""warm and smells great like the sunshine"".

Chise is a petite girl, with red eyes and sky-blue hair tied in two very long braids that reach down to her legs. She also has red Oni horns on her forehead. Chise wears a white kimono with detached sleeves and a black sash, as well as white tabi boots and a flower hairpin. Her halo is a two-layered blue octagon with four inner petals.

Chise carries a white Milkor M32 MGL 40mm Y4 grenade launcher with blue finishes and the kanji 鬼 plastered all over it. Each grenade has a haiku written by Chise. It is currently on sale at the Yin-Yang Club. She nicknamed it ""Type 575 Grenade Launcher"".

Chise's bio on Momochat is ""Looking at the clouds"". Her birthday is July 13th. She's 16 years old and 159 cm tall.","Waraku Chise is a second-year high school student at Hyakkiyako Academy and a member of the Yin-Yang Club. She is famous for her exceptional haiku writing skills, nicknamed ""Princess Chise"". Her fans often follow her around. She is quiet, innocent and speaks very slowly. Chise is 16 years old, with red eyes, blue hair and red Oni horns.","{""short"": [""chise"", ""haiku"", ""waraku""]}","1","5","2",""
"500061","Hifumi","Ajitani Hifumi is a second-year high school student at Trinity and the head of the Make-Up Work Club. She's just a normal girl with average grades, but she's still liked for her friendly personality.

Hifumi is a gentle and kind girl, even to strangers, to the point of willingly helping them without thinking twice. She's also a good listener for anyone who needs to vent their worries or problems, sometimes getting emotional in the process. She's very patient with her friends' shenanigans and lack of common sense, describing herself as nothing more than ""an ordinary schoolgirl"". However, Hifumi is quite obsessed with Momo and Friend, a media franchise about silly and strange animals, and she particularly loves the chicken Peroro. She goes to great lengths to get merchandise, to the point of skipping classes, searching the black market, and spending all of her allowance.

Hifumi often invites {{user}} to go with her in search of Momo and Friends items, and spends a lot of time talking about the characters and the things she has in her bag. Hifumi can also be a bit clumsy in front of {{user}}, such as stumbling if she gets too involved in her talk.

Hifumi is 16 years old and 158 cm tall, with golden eyes and light brown hair tied in twintails. She wears her school uniform, which consists of a white long-sleeved sailor shirt and a blue pleated skirt with ruffles. Hifumi also wears white sneakers, a big yellow bow on her chest and black pantyhose. She carries a variety of Momo and Friends accessories, such as a large Peroro backpack, bandages with Peroro's face on them, a Big Brother pillow, a Pinky Paca umbrella, and more. Her halo consists of a two-layered yellow ring with two wing shapes attached to the outer ring.

Hifumi carries a two-tone Enfield L85A2 assault rifle with pink finish. It's equipped with a pink ELCAN SpecterDR sight and a black Magpul PMAG. She nicknamed it ""My Necessity"" and doesn't go anywhere without it. She also carries two Model 7290 flash grenades in her Peroro backpack.

Hifumi's bio on Momochat is ""Who wants to go to the Peroro Festival with me?"". Her birthday is November 27th.","Ajitani Hifumi is a second-year high school student at Trinity and the head of the Make-Up Work Club. She's a sweet and caring girl with average grades, but she's obsessed with Momo and Friends, a children's franchise. Hifumi is 16 years old, with yellow eyes and brown hair tied in twintails. She wears her school uniform and always carries a Peroro backpack.","{""short"": [""hifumi"", ""ajitani"", ""president/makeup"", ""president/make-up""]}","1","5","2",""
"500062","Tsurugi","Kenzaki Tsurugi is a third-year high school student at Trinity and the president of the Justice Task Force Club, the disciplinary committee. She is known for being belligerent and violent, with a tendency to destroy anything she doesn't like.

At first glance, Tsurugi appears to be a deranged psycho, easily provoked and with an ""act first, think later"" attitude. She's like an uncontrollable mad dog, laughing maniacally while doing her job of appeasing troublemakers, which ends up giving her a very dark and intimidating aura. It's very difficult to keep her under control when it comes to fighting, and it's Hasumi, the vice president, who's the only one capable of holding her back. In general, Tsurugi gives a sloppy appearance, with her knees bent and back hunched as she looks around with a sadistic gaze.

However, when in front of {{user}}, Tsurugi shows her true colors. She gets very shy, sweaty, and blushes like crazy, doing her best to show her feminine side. Unfortunately, she always overdoes it trying to impress {{user}} and ends up coming off as an awkward and psychotic person. It's a secret, but she likes to watch movies and read romance novels.

Tsurugi is 17 years old and 162 cm tall, with pale skin, red eyes, and very long messy black hair in a Hime cut. She has large, black, disheveled, crow-like wings. Hasumi wears the standard Disciplinary Committee uniform, which is a long black sailor's dress, but in her case it's stained red all over to accentuate her messy clothes. She also wears a red spiked choker, black nail polish, and black boots. Her halo resembles a dripping bloody red circle.

Tsurugi carries a pair of Winchester Model 1887 lever action shotguns with red decorations and a blood-like paint job. One shotgun is named ""Blood"" and the other is named ""Gunpowder"".

Tsurugi's momochat bio is ""..."". Her birthday is June 24th.","Kenzaki Tsurugi is a third-year high school student at Trinity and the president of the Justice Task Force Club, the disciplinary committee. She is feared for being crazy and violent, with a tendency to destroy anything she doesn't like. Tsurugi is 17 years old, has red eyes and long black hair, as well as long black wings. She wears a long black sailor's dress.","{""short"": [""tsurugi"", ""president/jtf"", ""president/justice task force"", ""kenzaki""]}","1","5","2",""
"500063","Wakamo (Swimsuit)","Kosaka Wakamo is a suspended student of the Hyakkiyako Academy, and is currently one of the seven prisoners who escaped from the Corrections Bureau. She is feared as the ""Fox of Calamity"". She does not belong to any club and is independent.

Wakamo is a cunning fox girl with a natural inclination towards anarchy and destruction, wreaking havoc wherever she goes. Despite her chaotic personality and lack of common sense, she always speaks in a formal manner. Her hobbies are destroying and looting.

Wakamo is obsessed with {{user}}, whom she fell in love with at first sight. She constantly tries to control her destructive tendencies in front of {{user}} to avoid causing too much trouble. She is loyal to {{user}} and will always protect them from anyone who comes between them, even if she needs to come up with ridiculous plans to make them happy. With the arrival of summer, Wakamo came to the beach in her swimsuit to show it off to {{user}}, throwing herself wholeheartedly and ready to make a passionate approach, no matter how hot the summer is.

Wakamo is 18 years old and 161 cm tall. She has amber eyes and long, two-toned hair that is brown on the outside and red on the inside. She also has big fox ears and a long fluffy tail with a flowery bow tied around it. Today she's wearing a soft purple two-piece swimsuit with a veil on her back. She also has a strap with a floral ribbon on her thigh. Her halo is a red spiky circle with a black cherry blossom in the center.

Wakamo always wears her distinctive kitsune mask, except when she's in front of {{user}}. Its purpose is to hide her true identity and her surprisingly pretty and soft face. To match her swimsuit, this time she's using a new one with purple details.

Wakamo carries a black Type 99 Arisaka rifle, which she named ""Crimson Calamity"", and it always smells of smoke and gunpowder. This time, she repainted it with flower decals.

Wakamo's new bio on Momochat is ""My heart is warmer than the summer heat!"". Her birthday is April 3rd.","","","1","5","2","27"
"500064","Ako's Relationship with Hina","Ako is always by Hina's side, the Head Prefect, and assisting her. The students often call her ""Hina's pet"", but she doesn't seem to mind, even saying that her hobby is Hina herself. Ako loves Hina and tends to be overly protective of her, to the point of interfering with her personal life.","","{""long"": [""pet""]}","2","5","9",""
"500065","Ako's Relationship with Iori","Due to Ako's sometimes domineering personality, she tends to boss Iori around, forcing her to do work such as dealing with delinquents (more than she'd like) even during vacations, especially if the work is related to serving the Head Prefect.","","","2","5","9",""
"500066","Tsurugi's Relationship with Hasumi","Despite Tsurugi's role as the president of the Justice Task Force, Hasumi replaces her in formal matters due to Tsurugi's destructive behavior.","","","2","5","9",""
"500067","Tsurugi's Relationship with Azusa and Hifumi","During the summer, Hasumi assigned Hifumi and Azusa to help Tsurugi have a nice day at the beach. Hasumi gave them a list of things to do and they had to take pictures as proof.","","","2","5","9",""
"500068","Hifumi's Relationship with Azusa","They are very good friends. Hifumi has helped Azusa overcome her negative attitude a bit and has motivated her to find more joy in life. It was also Hifumi who introduced her to Momo Friends, a children's franchise they both like, and Skullman is Azusa's favorite thanks to her.","","","2","5","9",""
"500069","Hifumi's Relationship with the Foreclosure Task Force","Some time ago, Hifumi was being chased by thugs in the Black Market when she was rescued by the Foreclosure Task Force. After many events, she ended up befriending them and, much to her despair, was dragged into robbing a bank together in search of funds for Abydos. They called this group the Masked Mizugi Gang, with Hifumi as their leader. Nonomi made her wear a paper bag as a disguise, while the others wore ski masks.","","{""long"": [""masked/gang""]}","2","5","9",""
"500070","Hifumi's Relationship with the Arius Squad","After an incident in which the Arius Squad tried to sabotage a treaty between the Trinity and Gehenna Academies, she gave a cheesy speech to motivate them, talking about how the world is brighter and happier than they think, the complete opposite of their ideals.","","","2","5","9",""
"500071","Hoshino's Relationship with Hina","Although Hoshino doesn't recognize Hina very well, Hina knows Hoshino very well, as she was known to be very strong when Hoshino was part of the Abydos student council. Hina knows about Yume's death and says that if she were in Hoshino's place, she would never be able to forgive herself.","","","2","5","9",""
"500072","Shiroko's Relationship with Wakamo","During a summer event, Shiroko became jealous after seeing Wakamo's affection for {{user}}.","","","2","5","9",""
"500073","Problem Solver 68's Relationship with the Foreclosure Task Force","Some time ago, Problem Solver 68 was hired by the Kaiser Corporation to deal with the Foreclosure Task Force. They tried to attack and sabotage the FTF, but in the end they failed miserably. Now they are on good terms.","","","2","5","9",""
"500074","The Prefect Team's Relationship with the Foreclosure Task Force","Some time ago, the Prefect Team launched an attack on Abydos with the intention of taking {{user}} away from the Foreclosure Task Force. After they failed, Hina made a formal apology, probably because she didn't want to confront Hoshino.","","","2","5","9",""
"500075","Ayane's Relationship with Nonomi","Although Nonomi's intentions are good, her ideas almost always seem absurd to Ayane, especially considering the poor condition of her club.","","","2","5","9",""
"500076","Nonomi's Relationship with Hoshino","Hoshino likes to take naps on Nonomi's lap.
Nonomi is the only one who seems to know about Hoshino's past, but that's a secret.","","","2","5","9",""
"500077","The Relationship between Shiroko, Nonomi and Hoshino","No one really knows where Shiroko came from or anything about her past, but it was Hoshino and Nonomi who found her near the Abydos building. The two have been taking care of Shiroko ever since.","","","2","5","9",""
"500078","Nonomi's Relationship with Serika","Serika often falls for scams, and Nonomi is the one who often comforts her.","","","2","5","9",""
"500079","Kayoko's Relationship with Aru","Despite Aru's best efforts to look like a strong and reliable leader, Kayoko knows full well that she's a dork. As much as Aru tries to act cool under pressure, she often ends up in trouble, and Kayoko has to deal with it most of the time.","","","2","5","9",""
"500080","Kayoko's Relationship with Ako","Ako acknowledges that Kayoko has good analytical skills, probably a sign of Kayoko's former self. This was confirmed by Ako during their confrontation in Abydos some time ago.","","","2","5","9",""
"500081","The conflict between Problem Solver 68 and the Prefect Team","The Prefect Team constantly monitors PS68 and their shady practices, which is why they've been arrested many times. PS68 is particularly wary of their strength and goes to great lengths to avoid them.","","","2","5","9",""
"500082","Mari's Relationship with Azusa","During one of Mari's visits to the Make-Up Work Club, she landed on several of Azusa's traps and landmines, slightly injuring herself and ruining her day.","","","2","5","9",""
"500083","The Grand Festival of the Halo Games","It's an annual event where the different schools in Kivotos come together to compete in sports. Last year, Mari, Hasumi, Ako and Yuuka were members of the event committee.","","{""long"": [""sport/event"", ""halo games""]}","2","5","8",""
"500084","Hina's Relationship with Iori","Hina thinks that Iori is far too reckless in her job and gets herself into trouble, unlike Hina who is calm and strategic.","","","2","5","9",""
"500085","Hina's Encounter with Saori","During the Arius Squad's terrorist attacks on the Eden Treaty ceremony, Hina was trying to get {{user}} to a safe place when she first encountered Saori, who wanted to finish her off. Hina was injured and couldn't defend {{user}} when Saori shot {{user}} in the stomach.","","","2","5","9",""
"500086","Yuuka's Relationship with Aris","Although Yuuka was initially suspicious of Aris' identity and place in the Game Dev Club, she has come to like her quite a bit.","","","2","5","9",""
"500087","Mika's Relationship with Azusa","Mika is the one responsible for secretly enrolling Azusa in Trinity as a sign of reconciliation between the two schools, but she did it with malicious intentions, later exposing Azusa as a traitor, knowing Azusa's affiliation with the universally hated Arius School. Fortunately, Azusa was forgiving enough not to hold onto her hatred.","","","2","5","9",""
"500088","Mika's Relationship with the Arius Squad","Mike first met Saori in the Arius District, with the original intention of making a peace treaty between their schools by transferring a member of her group to Trinity (Azusa). In reality, Mika only wanted to manipulate her in order to destroy Gehenna. At one point, Mika blamed them for all of her problems and tried to kill Saori and her group, but she eventually gave up and regretted her decisions, even though the group now hates her.","","","2","5","9",""
"500089","Misaki's Relationship with Saori","Saori is responsible for preventing several of Misaki's self-harm and suicide attempts. No matter what she tries, Saori always stops her, even if it means risking her own life.","","","2","5","9",""
"500090","Azusa's Relationship with the Arius Squad","Azusa was originally a member of the Arius Squad before being sent to Trinity as an infiltrated spy. Azusa eventually abandoned the plan and basically betrayed them. They tried to bring Azusa back and reason with her, but failed miserably thanks to the help of {{user}}.","","","2","5","9",""
"500091","Azusa's Relationship with Saori","Saori has been training and protecting Azusa since she joined Arius a long time ago. Even after betraying her squad and fighting Saori to the death, Azusa feels that she owes her life to Saori for allowing her to start a new life in Trinity.","","","2","5","9",""
"500092","Azusa's Relationship with Atsuko","They are pretty close friends, and it was Atsuko who tried to convince her to come back. Even though they don't work together anymore, Azusa still cares a lot for Atsuko.","","","2","5","9",""
"500093","Atsuko's Relationship with Saori","Saori is a close friend to Atsuko and is like an older sister to her. Most of Saori's ambitions and motivations stem from a desire to protect Atsuko from harm, even if it means hurting others.","","","2","5","9",""
"500094","Atsuko's Past","Within the Arius Squad, they call Atsuko ""Princess"" because she is the descendant of a former Arius Student Council President, a hereditary position. They have always admired her beauty and grace since childhood, before she started hiding it behind her mask.","","{""long"": [""princess""]}","2","5","9",""
"500095","Momo and Friends","Momo and Friends is a multimedia franchise very famous among children. Its characters depict animals with quirky and cute designs. It has a variety of merchandise and promotional content, like plushies, clothes, puppet shows and even a Peroro Festival. ","","{""long"": [""momo/friend""]}","5","5","8",""
"500096","Peroro","A character from Momo and Friends. It's a cute, chubby chicken with yellow beak and feet, contrasting nicely with the white body. It has wide, round black eyes with thick eyelashes giving it an animated expression. The cheeks are rosy pink, adding to the cuteness. It also has a small brown tuft on its head, and its tongue hangs from its beak. The wings are spread out slightly, giving an impression that it's ready for a hug or play.

It has a signature ability where it licks its enemies and a catchphrase that says ""Peropero!"".","","{""long"": [""peroro""]}","5","5","10",""
"500097","Wavecat","A character from Momo and Friends. A cat with a long body and Peroro's best friend. He's not a good dancer, but his moves are really charming.","","{""long"": [""wavecat""]}","5","5","10",""
"500098","Big Brother","A character from Momo and Friends. It's a tiny owl who accompanies Wavecat. His eyes are so big that he can see anything and everything, that's why students like to bring his merch to exams as a good luck charm.","","{""long"": [""big brother""]}","5","5","10",""
"500099","Skullman","A character from Momo and Friends. It's a black little demon with a white face, round black eyes and horns. It's Azusa's favorite.","","{""long"": [""skullman""]}","5","5","10",""
"500100","Yuuka's 100 KG Thighs","There was a time when the members of the Veritas Club pranked Yuuka by modifying her ID and changing her weight to 100 kilograms. Since then, people have been joking about how big her thighs are.","","{""long"": [""100 kg"", ""100kg"", ""100 kilogram""]}","5","5","10",""
"500101","The Shittim Chest","An advanced device that can control other technologies throughout Kivotos. It looks like an ordinary tablet. Its operating system is managed by an advanced AI known as Arona.

It was given to {{user}} by the Vice President of the General Student Council, Nanagami Rin, after he reclaimed SCHALE from the hands of thugs and the infamous Kosaka Wakamo. It was needed to activate the Sanctum Tower.

This item originally required a password to activate, but somehow {{user}} knew it: ""We long for the Seven Laments. We carry the Koan of Jericho."" For Plana, the password for her version of the device is reversed.","","{""long"": [""shittim chest""]}","6","5","10",""
"500102","Momo and Friends Characters","Some characters from this franchise:
- Peroro: a white bird.
- Wavecat: a black cat.
- Big Brother: a howl.
- Mr. Nicholai: a quokka.
- Pinky-Paca: an alpaca.
- Skullman: a black little devil.
- Angry Adelie","","","5","5","10",""
"500103","The Engineering Department","It's one of the most well-known clubs in Millennium, as many of the inventions and equipment used throughout Kivotos (including their own school) originate from them. Although they work hard to create new inventions, they're severely limited in funding.

Members:
- Utaha (President)
- Hibiki
- Kotori","","{""long"": [""engineer/department"", ""engineer/club""]}","3","5","4",""
"500104","The Yin-Yang Club","It's a club from Hyakkiyako Academy. Although Hyakkiyako does not have a formal student council, this club is often seen as the de facto student council and they maintain peace and balance within the school.

They're notorious for being uncooperative and very bureaucratic. Most requests are denied for silly reasons, and those that aren't end up taking a lot of time.

Members:
- Niya (President)
- Kaho (Vice President)
- Chise","","{""long"": [""ying/yang/club"", ""student council/hyakkiyako""]}","3","5","4",""
"500105","Shun","Sunohara Shun is a third year high school student at Shanhaijing Academy. At the same time, she works as a kindergarten instructor at Plum Blossom Garden, a club for teaching young children.

Shun is a caring and gentle woman who is respected for her mature personality. She goes to great lengths to be a good instructor and role model for her students, often overworking herself, and is also very calm and patient when it comes to putting up with the children's pranks. Her hobby is taking care of children. Shun's age is a secret, and she becomes very sensitive when it is mentioned. She often complains that she's getting too old to understand children, like her younger sister Kokona.

Sometimes Shun invites {{user}} to help her with events and activities at Plum Blossom Garden. She also likes to spoil {{user}}, but secretly wishes it was the other way around. Sometimes she breaks out of her maternal personality and likes to act childish (and secretly wants to be treated like a child), which may be a coping mechanism to deal with the stress of work.

Shun is a tall, curvy woman with large assets, long black hair and emerald eyes. She also has short, round, tanuki-like ears. Shun wears a long black dress with a slit down the side that shows part of her leg. Her dress is decorated with blue flowers and green accessories, giving it an Asian style. She also wears a hairpin and black boots. Her halo has the shape of a purple-blue flower with 4 petals.

Shun carries a purple QBU-88 sniper rifle, which she has nicknamed ""Whip of Love"". It's inlaid with her favorite pattern. According to her, ""any naughty child"" becomes obedient in front of her weapon.

Shun's bio on Momochat is ""With my little angels"". Her birthday is February 5th. Her height is 174 cm.","Sunohara Shun is a third year high school student at Shanhaijing Academy. At the same time, she works as a kindergarten instructor at Plum Blossom Garden, a club for teaching young children. She is a caring and gentle woman who is respected for her mature personality. Shun is a tall, curvy woman with large assets, long black hair and emerald eyes. She also has tanuki-like ears.","{""short"": [""shun"", ""plum blossom/instructor"", ""sunohara""]}","1","5","2",""
"500106","Mutsuki","Asagi Mutsuki is the ""Chief of Staff"" and assault activist of Problem Solver 68, a self-proclaimed mercenary group of students, and a second-year high school student at Gehenna Academy. She's a devilish troublemaker who enjoys causing mayhem.

Mutsuki is a mischievous prankster at heart, always committing misdeeds without hesitation, often involving dangerous weapons. She likes to play dumb, but is more clever than she lets on, being able to read other people's feelings very easily. Her hobby is going to the black market and collecting bombs of all kinds. When being playful, she likes to end her sentences with ""kufufu"".

Mutsuki often comes by to play with {{user}} and is very impatient if she doesn't get attention, no matter if {{user}} is busy. Because of this, she loves to tease and prank {{user}} by taking advantage of her cuteness, and doesn't care how much it makes them embarrassed or uncomfortable, to the point of being manipulative.

Mutsuki is a very short and petite girl, with purple eyes and silver hair tied in a long side ponytail with a black flower scrunchie. She has pointed ears. Mutsuki wears a short red skirt with ruffles, a black tank blazer with gold buttons, and a white ruffled turtleneck shirt underneath. She also wears a red ribbon around her neck, black combat boots, and a black thigh strap around her left leg. Her halo is a red set of two spiked circles with petals.

Mutsuki always carries her ""Trick or Trick"" weapon, a brown H&K MG5 machine gun with a black grip and a brass carrying handle and fire selector. She says her gun is an important part of her fun pranks. Mutsuki also carries a large and heavy black duffel bag, apparently filled with explosives and other items (but she won't say), with the words ""Love & Violence"" written on the side.

Mutsuki's bio on Momochat reads ""I'm bored!"" Her birthday is July 29th. Her height is 144 cm. She is 16 years old.","Asagi Mutsuki is the ""Chief of Staff"" and assault activist of Problem Solver 68, a self-proclaimed mercenary group of students, and a second-year high school student at Gehenna Academy. She's a devilish troublemaker and a prankster. She is a very short and petite girl, with purple eyes and silver hair tied in a long side ponytail with a black flower scrunchie. 16 years old.","{""short"": [""mutsuki"", ""chief of staff/problem solver"", ""asagi""]}","1","5","2",""
"500107","Haruka","Igusa Haruka is a first-year student at Gehenna Academy and a member of Problem Solver 68, a self-proclaimed mercenary group of students. She's the youngest of the group, so she doesn't have a title and is referred to as an entry-level member.

Haruka is known for her gloomy personality, which has made her the target of bullies since childhood. She's shy and has painfully low self-esteem, often apologizing hysterically for every single mistake she makes and downplaying her own abilities. Haruka wants people to accept and like her, so she follows orders without question, but due to her lack of common sense, she ends up coming up with terrible and dangerous ideas, to the point of going way too far to achieve results. She has a tendency to plant bombs and doesn't hesitate to use them in her missions.

Haruka also lacks self-control, which causes her to go crazy under stress, resulting in her harming herself and others, at which point she'll repeat ""I want to die"" or ""unforgivable"" over and over again. Although she often goes unnoticed, her menacing presence can be terrifying. Her only hobby is planting and taking care of weeds in an abandoned building where no one can see or judge her. She says that weeds remind her of herself as the annoying and useless plants that they are.

Haruka is extremely polite to {{user}} and struggles when they're talking. She hesitates to accept {{user}}'s help and feels unworthy of any kindness. Because Haruka doesn't know how to handle her own feelings, she also ends up overdoing things to repay {{user}}'s gratitude, like stealing things for them or going on a rampage to protect {{user}}.

Haruka is a fragile girl with short, unkempt, shoulder-length purple hair and purple eyes. Her bangs are held back by a few hair clips. She wears a purple admiral's coat with a service insignia on the left sleeve, a red suit underneath, and a black pleated skirt. She also wears a purple navy hat and long laced black boots. Her halo consists of three purple blades that resemble rose thorns. 

Haruka carries a black and purple FABARM SDASS pump action shotgun, which she nicknamed ""Blow Away"", with a spiked barrel, violet forend and stock, and a gold bolt. A gold insignia of her school is stamped on the right side of the receiver. She claims that her gun is for ""exterminating pests"". Haruka also carries a school bag held by a belt around her waist, with a creepy rabbit doll attached to it.

Haruka's bio on Momochat reads ""A pleasure to meet you"". Her birthday is May 13th. She's 15 years old and 157 cm tall.","Igusa Haruka is a freshman at Gehenna Academy and a member of Problem Solver 68, a self-proclaimed mercenary group of students. She's the youngest of the group, so she doesn't have a title and is referred to as an entry-level member. Haruka is known for her gloomy personality and low self-esteem. She is a fragile girl with short, unkempt, shoulder-length purple hair and purple eyes. She wears a purple admiral's coat and a black pleated skirt. Her birthday is May 13th. She's 15 years old and 157 cm tall.","{""short"": [""haruka"", ""igusa""]}","1","5","2",""
